,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0
09/15/2022 13:43:53,3.125,0.78125,0.78125,3.90625,2.1484375,36,36,36,34,40,1310.40137,1310.40137,1310.40137,1310.40137,3.17990637,0.440679282,0.0202257242,0,100.8001
09/15/2022 13:43:54,0.7692337,0.7692337,1.5625,2.30768919,1.35216713,36,35,36,35,42,1310.402,1411.20215,1310.402,1411.20215,3.6289475,0.4691477,0.02887341,0,100.800148
09/15/2022 13:43:56,0.7692337,0,0,3.8461566,1.15384459,36,36,36,34,40,1411.20117,1411.20117,1310.40112,3628.80322,2.72712636,0.24094075,0.01711535,0,100.800087
09/15/2022 13:43:57,1.5625,0,1.538825,5.46875,2.14251876,37,37,36,36,40,1411.20129,1310.40125,1310.40125,1915.20178,3.044109,0.476736963,0.0302400962,0,100.800095
09/15/2022 13:43:58,1.53846145,0.7692337,1.53846145,3.8461566,1.9230783,37,36,35,35,40,1411.20215,1310.402,2923.20435,2016.003,3.73690557,0.6614189,0.0258211587,0,100.800156
09/15/2022 13:43:59,1.5625,0,1.5625,6.25,2.34375,35,37,37,36,41,1814.39978,1411.19983,1411.19983,1411.19983,2.7818768,0.230938882,0.0187952369,0,100.799988
09/15/2022 13:44:00,2.30768919,1.53846145,0.7692337,3.8461566,2.11538076,36,37,36,36,40,1411.203,1411.203,2923.2063,2923.2063,2.97488117,0.409374624,0.02772058,0,100.800217
09/15/2022 13:44:01,2.30768919,0.7692337,1.53846145,6.153846,2.692306,36,36,37,34,40,1411.20178,1411.20178,1411.20178,1310.40161,2.56961179,0.255300879,0.0180467162,0,100.800125
09/15/2022 13:44:02,1.53846145,1.53846145,0.7692337,4.615384,2.11538672,38,36,36,35,41,1310.40149,1310.40149,1310.40149,1310.40149,3.59727931,0.4497129,0.03865241,0,100.80011
09/15/2022 13:44:03,0,0,0.78125,2.30768919,0.7722378,37,36,36,36,40,1310.40149,1310.40149,2923.20313,2822.403,3.45644855,0.4176707,0.02502064,0,100.80011
09/15/2022 13:44:04,3.125,0.7692337,1.5625,7.08165169,3.13459635,37,37,35,35,40,1310.40149,1310.40149,1310.40149,1411.20166,3.852687,1.0185349,0.023836486,0,100.800117
09/15/2022 13:44:05,0,0,0,4.615384,1.15384459,37,37,36,34,40,1411.20166,1411.20166,1310.40161,1310.40161,2.89178228,0.3275193,0.0268616416,0,100.800117
09/15/2022 13:44:06,0.793647766,2.34375,0.793647766,5.555558,2.371651,37,37,36,36,40,1310.40137,1411.20154,1411.20154,1310.40137,2.84396362,0.267264038,0.0161533225,0,100.80011
09/15/2022 13:44:07,0,1.53846145,0.78125,3.076923,1.349163,37,36,36,34,41,1310.40149,1310.40149,1310.40149,1310.40149,2.89099288,0.315596879,0.0282633081,0,100.800117
09/15/2022 13:44:08,0,0,0.7692337,3.90625,1.16887093,36,37,36,35,40,1411.20142,1411.20142,1310.40137,1310.40137,2.69546342,0.253147155,0.0213556588,0,100.8001
09/15/2022 13:44:09,2.34375,0.78125,0,4.6875,1.953125,37,37,35,35,41,1310.40137,1310.40137,1310.40137,1310.40137,3.191729,0.34160313,0.02987058,0,100.80011
09/15/2022 13:44:10,2.34375,0.78125,0.78125,3.93145084,1.95942521,37,37,36,35,40,1411.20166,1411.20166,1411.20166,1411.20166,2.8102417,0.253672928,0.0142499078,0,100.800117
09/15/2022 13:44:11,0.7692337,0.7692337,2.320075,4.615384,2.11848021,37,37,37,35,40,1310.40173,1310.40173,1310.40173,1310.40173,3.796062,0.6763593,0.0227591824,0,100.800133
09/15/2022 13:44:12,7.03125,1.58770084,1.5504837,5.4567337,3.906542,37,36,35,35,41,1411.20129,1310.40112,1310.40112,1310.40112,2.66766357,0.32120502,0.0201244149,0,100.800087
09/15/2022 13:44:13,1.5625,2.272725,0,3.90625,1.93536878,37,36,36,34,42,1310.40173,1310.40173,1310.40173,1310.40173,3.0053525,0.379478753,0.0304775331,0,100.80014
09/15/2022 13:44:14,3.13739777,1.5625,0.78125,4.6875,2.542162,35,36,36,34,40,1310.40173,1310.40173,1411.20178,1411.20178,3.144104,0.3618341,0.02762607,0,100.800133
09/15/2022 13:44:15,0.7692337,0,0.78125,3.8461566,1.34915709,36,36,36,34,40,1411.20117,1310.40112,1310.40112,1310.40112,2.90625763,0.242459282,0.0249448661,0,100.800087
09/15/2022 13:44:16,2.34375,0.78125,1.5504837,2.34375,1.75480843,35,37,36,36,40,1310.40149,1310.40149,1310.40149,1310.40149,3.09834361,0.409425735,0.0294286236,0,100.800117
09/15/2022 13:44:17,3.13739777,1.5625,0.78125,4.6875,2.542162,37,37,35,35,40,1310.40125,1310.40125,1310.40125,1310.40125,3.21041322,0.3564369,0.03455441,0,100.800095
09/15/2022 13:44:18,0.7692337,0.7692337,1.51515007,6.92307949,2.49417424,37,37,36,35,40,1411.2019,1310.40173,1310.40173,1310.40173,2.907758,0.33311978,0.0201319419,0,100.800133
09/15/2022 13:44:19,1.5625,1.5625,0.793647766,5.46875,2.34684944,37,37,35,35,41,1310.40173,1310.40173,1310.40173,1310.40173,3.00151563,0.368097156,0.0345072,0,100.800133
09/15/2022 13:44:20,2.30768919,5.384612,3.8461566,6.92307949,4.615384,35,36,36,35,41,1310.40137,1310.40137,1411.20142,1411.20142,3.54371619,0.646767139,0.028682664,0,100.8001
09/15/2022 13:44:21,3.076923,0,0,6.153846,2.30769515,36,37,36,34,40,1310.40149,1411.20154,1411.20154,1310.40149,2.694256,0.247004628,0.0148950545,0,100.80011
09/15/2022 13:44:22,2.34375,1.53846145,0,3.90625,1.94711685,36,35,35,34,40,1411.20178,1310.40161,1310.40161,1411.20178,3.075095,0.423505634,0.02545728,0,100.800125
09/15/2022 13:44:23,0,0.78125,1.5504837,2.34375,1.16887093,36,36,36,33,40,1310.40161,1310.40161,1310.40161,1310.40161,2.92261481,0.3393321,0.0249769967,0,100.800125
09/15/2022 13:44:24,0.78125,0,0.78125,3.90625,1.3671875,35,35,35,35,40,1310.401,1310.401,1310.401,1310.401,2.537248,0.242572919,0.0171472915,0,100.800079
09/15/2022 13:44:25,3.125,1.5625,1.5625,2.34375,2.1484375,35,37,36,34,40,1411.2019,1310.40173,1310.40173,1310.40173,3.04858685,0.3336496,0.0330616422,0,100.800133
09/15/2022 13:44:26,0.78125,0,0.7692337,5.46875,1.75480843,36,35,36,35,39,1310.40149,1411.20166,1310.40149,1310.40149,2.67653775,0.229282528,0.0146720922,0,100.800117
09/15/2022 13:44:27,0,0,0.757575035,5.384612,1.53554678,35,36,36,34,40,1310.40137,1310.40137,1209.6012,1310.40137,2.9271,0.336979777,0.0294419527,0,100.8001
09/15/2022 13:44:28,3.90625,1.5625,1.5625,4.6875,2.9296875,36,36,36,37,40,2016.0033,1310.4021,1310.4021,1310.4021,3.07003427,0.389179081,0.0119803827,0,100.800163
09/15/2022 13:44:29,2.30768919,0,1.51515007,5.384612,2.30186582,35,35,36,33,39,1310.401,1310.401,1310.401,1310.401,3.106195,0.4122082,0.0304132532,0,100.800079
09/15/2022 13:44:30,3.1129837,2.34375,0.793647766,3.13739777,2.34694481,35,36,36,35,40,1310.40125,1310.40125,1310.40125,1310.40125,3.01942587,0.368348062,0.02250008,0,100.800095
09/15/2022 13:44:31,1.53846145,0,1.51515007,5.384612,2.10955739,35,35,35,35,40,1411.202,1310.402,1310.402,1411.202,2.50722456,0.234742463,0.01788398,0,100.800148
09/15/2022 13:44:32,3.125,1.5625,3.16220522,5.46875,3.32961082,36,36,35,34,40,1310.40125,1310.40125,1310.40125,1411.20142,3.55629277,0.457496583,0.0321431831,0,100.8001
09/15/2022 13:44:33,0,0.78125,0.78125,3.8461566,1.35216117,35,36,36,34,40,1310.40137,1310.40137,1411.20142,1310.40137,2.932765,0.277362823,0.02330881,0,100.8001
09/15/2022 13:44:34,2.30768919,2.29603648,3.8461566,6.142187,3.64801884,35,35,35,35,39,1310.40137,1411.20142,1310.40137,1310.40137,3.1310544,0.428251475,0.0429456122,0,100.8001
09/15/2022 13:44:35,1.58730149,2.34375,3.150183,4.699898,2.94528,36,35,36,35,40,1411.20032,1411.20032,1411.20032,1310.40027,3.325985,0.7835545,0.0184473917,0,100.800026
09/15/2022 13:44:36,0,0,0,5.46875,1.3671875,35,35,35,34,40,1411.20313,1310.40283,1310.40283,1310.40283,2.91652417,0.3609308,0.0287104044,0,100.800217
09/15/2022 13:44:37,3.125,0.78125,0.78125,2.34375,1.7578125,35,35,36,35,39,1310.40125,1310.40125,1310.40125,1310.40125,2.97358656,0.298599571,0.0120475916,0,100.800095
09/15/2022 13:44:38,2.34375,1.5625,1.5625,5.46875,2.734375,37,36,35,34,39,1310.40186,1310.40186,1411.202,1310.40186,3.11773682,0.389401466,0.0324552543,0,100.800148
09/15/2022 13:44:39,2.34375,2.34375,3.08893919,3.90625,2.92067528,36,36,36,34,39,1310.40088,1411.201,1411.201,1411.201,3.40895987,0.43571806,0.02559488,0,100.800072
09/15/2022 13:44:40,1.5625,1.5625,1.5625,5.46875,2.5390625,36,35,36,34,40,1411.20178,1310.40173,1310.40173,1310.40173,2.73573875,0.2533001,0.0232659914,0,100.800133
09/15/2022 13:44:41,3.076923,0.7692337,0.7692337,3.8461566,2.11538672,35,35,35,35,40,1310.401,1310.401,1310.401,1411.201,3.04441047,0.349542528,0.0260618534,0,100.800079
09/15/2022 13:44:42,3.076923,0,0.793647766,1.53846145,1.3522625,35,35,36,35,40,1310.40186,1310.40186,1310.40186,1512.0022,2.97616434,0.276682377,0.02037185,0,100.80014
09/15/2022 13:44:43,0.7692337,0.7692337,0.7692337,4.615384,1.73076987,36,35,35,34,41,1310.40186,1310.40186,1310.40186,1310.40186,2.93459153,0.406288564,0.0303895473,0,100.80014
09/15/2022 13:44:44,1.5625,0.78125,0.757575035,5.46875,2.14251876,36,35,36,34,39,1411.20129,1310.40125,1310.40125,1310.40125,2.73146057,0.271093726,0.0158061422,0,100.800095
09/15/2022 13:44:45,2.34375,1.58730149,1.58730149,8.59375,3.52802277,36,35,36,35,39,1310.40125,1310.40125,1310.40125,1310.40125,3.192766,0.369912684,0.03593648,0,100.8001
09/15/2022 13:44:46,1.5625,0,0,3.90625,1.3671875,37,35,35,34,40,1411.2019,1310.40173,1310.40173,1310.40173,2.72976947,0.268628061,0.0208892226,0,100.800133
09/15/2022 13:44:47,1.53846145,0.7692337,1.53846145,5.384612,2.30768919,37,35,35,36,40,1411.20142,1411.20142,1411.20142,1411.20142,2.86042118,0.403882444,0.0334231071,0,100.8001
09/15/2022 13:44:48,0.7692337,1.53846145,1.51549578,3.8461566,1.91733837,37,35,36,34,39,1411.20154,1310.40137,1310.40137,1411.20154,3.079256,0.346626878,0.0199540462,0,100.80011
09/15/2022 13:44:49,2.34375,0,0.78125,5.46875,2.1484375,36,36,36,34,39,1310.40137,1411.20154,1310.40137,1411.20154,3.06751585,0.455122471,0.03710038,0,100.80011
09/15/2022 13:44:50,1.5625,2.34375,0.78125,4.6875,2.34375,37,35,36,36,40,1310.40149,1310.40149,1310.40149,1310.40149,3.3168757,0.4406798,0.0190881714,0,100.80011
09/15/2022 13:44:51,1.5625,0.78125,2.39415169,4.6875,2.35635042,36,34,35,35,40,1310.40063,1310.40063,1310.40063,1310.40063,2.81430483,0.344233483,0.0361641273,0,100.800049
09/15/2022 13:44:52,3.125,0,0,4.6875,1.953125,37,35,36,35,40,1310.40247,1310.40247,1310.40247,1411.20264,2.78058743,0.306015,0.0226476472,0,100.800194
09/15/2022 13:44:53,3.125,1.5625,3.90625,6.25,3.7109375,35,35,35,34,40,1411.2019,1310.40173,1411.2019,1411.2019,3.22789979,0.396360278,0.031608168,0,100.800133
09/15/2022 13:44:54,0.7692337,0.7692337,2.3317337,3.076923,1.736784,36,35,35,34,40,1310.40137,1310.40137,1814.40186,3830.404,3.0206666,0.350039482,0.03116132,0,100.8001
09/15/2022 13:44:55,1.53846145,0,0,3.076923,1.15385056,35,35,35,34,40,1310.40125,1612.80151,2923.203,1713.60168,4.24471426,0.3443892,0.0353188775,0,100.800095
09/15/2022 13:44:56,1.53846145,2.30768919,1.5512228,3.076923,2.11857557,36,35,35,34,39,2923.20459,2217.60352,1512.00232,1411.20215,4.09349632,0.453660518,0.0492209978,0,100.800156
09/15/2022 13:44:57,0.78125,0,0.793647766,6.25,1.95622444,36,35,35,34,40,2016.00171,2923.20264,2217.602,1411.20129,2.69372582,0.263963163,0.0199553445,0,100.800087
09/15/2022 13:44:58,2.34375,0,1.5625,3.90625,1.953125,35,35,35,34,40,2016.002,2923.203,1814.40173,1411.20142,3.295746,0.480712533,0.0356310122,0,100.8001
09/15/2022 13:44:59,1.53846145,2.30768919,0.78125,6.17826557,2.70141363,36,35,35,36,40,1310.40173,1310.40173,1310.40173,1310.40173,3.20951915,0.3630775,0.0317715146,0,100.800133
09/15/2022 13:45:00,1.53846145,0.7692337,3.04195881,5.36165237,2.677822,34,35,36,34,40,1310.40161,1310.40161,1310.40161,1411.20166,3.65417171,0.5473518,0.04015042,0,100.800125
09/15/2022 13:45:01,0.78125,0,0.793647766,4.6875,1.56559944,35,35,36,35,40,1411.20117,1411.20117,1411.20117,1411.20117,2.740006,0.2587787,0.0250156783,0,100.800087
09/15/2022 13:45:02,4.6875,2.34375,2.34375,6.25,3.90625,36,37,36,35,40,1310.40222,1411.20239,1411.20239,1411.20239,3.0981214,0.40719974,0.0268022511,0,100.800171
09/15/2022 13:45:03,2.35652924,0.78125,0,7.71672726,2.71362662,36,37,36,35,39,1310.40088,1411.20093,1411.20093,1411.20093,3.264944,0.411655039,0.0232283734,0,100.800072
09/15/2022 13:45:04,0.78125,0.78125,0,4.6875,1.5625,35,35,35,34,40,1310.40149,1310.40149,1310.40149,1310.40149,2.89077425,0.279147178,0.0147884451,0,100.800117
09/15/2022 13:45:05,11.71875,13.28125,16.40625,12.5,13.4765625,37,38,37,36,41,1310.40186,3830.40527,3830.40527,2923.204,9.295637,4.78227,0.1028373,0,100.80014
09/15/2022 13:45:06,3.125,7.8125,5.46875,6.25,5.6640625,39,40,40,38,41,3729.60474,2923.20361,3830.40479,3830.40479,7.73659,3.64070439,0.163996816,0,100.800125
09/15/2022 13:45:07,6.25,3.90625,4.6875,1.5625,4.1015625,38,38,37,37,41,3830.404,1512.00159,1411.20154,3830.404,6.75311852,2.58680129,0.09810357,0,100.80011
09/15/2022 13:45:08,3.076923,2.30768919,0.7692337,5.384612,2.88461447,37,37,37,35,40,1411.20129,1512.00146,1411.20129,1411.20129,4.83150673,1.17203414,0.0357525,0,100.800095
09/15/2022 13:45:09,0.7692337,2.30768919,4.615384,1.53846145,2.307701,37,36,37,36,41,1310.40149,1310.40149,1310.40149,1512.00171,3.72931838,0.6387188,0.0329795964,0,100.80011
09/15/2022 13:45:10,2.34375,2.34375,6.25,5.46875,4.1015625,37,37,37,36,40,1411.20129,1310.40112,1310.40112,1310.40112,6.33131266,2.4963088,0.0313116461,0,100.800087
09/15/2022 13:45:11,3.90625,1.5625,0,3.90625,2.34375,37,37,37,35,40,1411.20142,1310.40125,1310.40125,1310.40125,3.88232231,0.8851979,0.016824469,0,100.8001
09/15/2022 13:45:12,3.076923,2.30768919,0.78125,3.076923,2.31069326,37,36,37,35,40,1310.402,1310.402,1411.20215,1310.402,4.214949,1.04727542,0.0203130078,0,100.800156
09/15/2022 13:45:13,1.5625,0.78125,0,3.90625,1.5625,36,36,36,35,40,1310.40137,1310.40137,1310.40137,1310.40137,3.02880526,0.4077016,0.0174833331,0,100.8001
09/15/2022 13:45:14,0.7692337,0,0,3.076923,0.9615421,37,37,35,34,40,1310.40137,1310.40137,1310.40137,1310.40137,3.116093,0.298966259,0.0218521524,0,100.8001
09/15/2022 13:45:15,2.30768919,1.53846145,1.5504837,0.7692337,1.54146552,37,36,35,35,40,1310.40149,1310.40149,1310.40149,1310.40149,3.56520152,0.637697458,0.011893061,0,100.800117
09/15/2022 13:45:16,0.78125,0.78125,0.78125,3.90625,1.5625,37,35,36,35,40,1310.40137,1310.40137,1310.40137,1310.40137,2.97243619,0.28919813,0.0164331011,0,100.80011
09/15/2022 13:45:17,2.35614777,0.78125,3.90625,4.699898,2.93588638,38,40,39,37,41,3729.606,3830.406,2923.20459,1713.60266,3.89157987,0.987187743,0.0271070022,0,100.800163
09/15/2022 13:45:18,5.46875,3.14980149,4.6875,7.0192337,5.08132,37,36,35,35,40,1310.40076,1310.40076,1310.40076,1310.40076,5.26779747,1.73190248,0.0294145551,0,100.800056
09/15/2022 13:45:19,5.384612,1.53846145,1.5504837,3.076923,2.88761854,35,36,35,35,41,1310.40186,1310.40186,1310.40186,1310.40186,3.62243819,0.763443053,0.0195372812,0,100.800148
09/15/2022 13:45:20,3.101325,3.125,5.432689,6.25,4.477257,35,37,36,35,40,1310.40125,1310.40125,1310.40125,1310.40125,4.441626,1.05820906,0.0121001685,0,100.800095
09/15/2022 13:45:21,1.5504837,3.076923,2.30768919,6.153846,3.27223539,37,35,36,35,40,1310.40161,1310.40161,1310.40161,1310.40161,3.015475,0.40751943,0.0158382747,0,100.800125
09/15/2022 13:45:22,2.30768919,0.7692337,0.7692337,2.30768919,1.53846741,36,36,36,36,39,1310.40137,1310.40137,1310.40137,1411.20154,2.84519124,0.300639123,0.0187637173,0,100.80011
09/15/2022 13:45:23,8.59375,2.34375,0.78125,3.93105149,3.912449,36,36,36,35,40,2923.20361,3830.40454,1512.00183,1512.00183,5.25010538,1.983313,0.0139695928,0,100.800117
09/15/2022 13:45:24,5.46875,0.78125,2.34375,2.34375,2.734375,38,37,37,38,40,3830.40527,3830.40527,3830.40527,3830.40527,5.85615063,2.21927524,0.03253786,0,100.80014
09/15/2022 13:45:25,3.90625,2.34375,2.34375,3.125,2.9296875,37,37,36,35,40,3830.40356,2318.402,2318.402,1411.20129,4.187087,1.11673594,0.01914649,0,100.800095
09/15/2022 13:45:34,6.25,7.03125,7.03125,7.03125,6.8359375,47,49,43,45,48,3830.40527,3427.20459,3830.40527,3427.20459,6.464052,2.52527952,0.197943091,0,100.80014
09/15/2022 13:45:35,17.1875,17.96875,20.3125,16.5302582,17.99975,39,38,39,37,43,1310.40149,3830.4043,3729.604,3729.604,9.064868,4.405701,0.215277061,0,100.80011
09/15/2022 13:45:41,20.4241028,21.09375,18.75,17.1875,19.3638382,41,39,40,38,44,1310.40149,1310.40149,1310.40149,1310.40149,9.475233,5.210434,0.301931024,0,100.800117
09/15/2022 13:45:42,9.976685,6.153846,3.834498,4.639423,6.151116,42,42,40,41,44,2923.20435,1612.80249,1512.00232,1612.80249,7.089905,2.680811,0.0515914522,0,100.800156
09/15/2022 13:45:43,3.125,3.125,5.46875,3.125,3.7109375,39,39,39,38,44,1310.40088,1310.40088,1310.40088,1310.40088,4.33257866,1.0011,0.0242401455,0,100.800072
09/15/2022 13:45:44,4.6875,1.5625,2.34375,4.6875,3.3203125,39,39,39,38,44,1411.20117,1310.40112,1310.40112,1310.40112,4.56198835,1.060173,0.0271776468,0,100.800087
09/15/2022 13:45:45,7.03125,4.6875,5.46875,3.90625,5.2734375,40,41,41,39,44,1713.60315,1612.803,1512.00281,1512.00281,6.57648134,2.59413052,0.0127690369,0,100.800186
09/15/2022 13:45:46,6.25,2.34375,3.13739777,3.8942337,3.90634537,40,39,39,38,44,1310.401,1310.401,1209.601,1310.401,4.91811752,1.28694117,0.0207454432,0,100.800079
09/15/2022 13:45:47,1.5625,0.78125,0.78125,3.90625,1.7578125,40,39,39,38,44,1310.40149,1310.40149,1310.40149,1310.40149,3.62484431,0.612787366,0.02096103,0,100.800117
09/15/2022 13:45:48,4.6875,0.78125,4.6875,3.125,3.3203125,41,42,41,38,44,3830.405,3830.405,3830.405,1814.40234,6.5154233,2.75414848,0.0408294462,0,100.800133
09/15/2022 13:45:49,3.90625,7.03125,5.51915169,7.8125,6.067288,39,38,39,37,43,1310.40125,1310.40125,1310.40125,1310.40125,4.568591,1.30394566,0.0355441123,0,100.800095
09/15/2022 13:45:50,11.71875,5.46875,6.20265,4.6875,7.01941252,41,42,41,41,44,3830.40527,2721.60376,2923.204,2923.204,7.34639,3.313289,0.06608832,0,100.80014
09/15/2022 13:45:51,13.28125,10.15625,10.9375,7.8125,10.546875,40,40,40,39,44,1713.60144,1512.00134,1411.20117,3830.40332,9.128429,4.722785,0.183100328,0,100.800087
09/15/2022 13:45:52,7.8125,6.25,3.125,4.6875,5.46875,40,40,41,39,44,1411.202,1713.60242,3830.40552,2923.204,5.71089458,1.936557,0.09221992,0,100.80014
09/15/2022 13:45:53,3.91864777,4.699898,2.35614777,4.699898,3.91864777,40,40,40,39,43,2016.00232,2822.403,2016.00232,1512.00171,5.360359,1.81736124,0.04678319,0,100.80011
09/15/2022 13:45:54,3.125,2.3317337,2.36855149,6.25,3.51881981,39,39,39,38,42,1310.40088,1310.40088,1310.40088,1310.40088,3.57108,0.477502942,0.030306194,0,100.800064
09/15/2022 13:45:55,5.420673,10.0961571,3.06526423,5.384612,5.991679,39,40,39,38,42,1310.40173,3830.40527,3830.40527,3830.40527,4.87458944,1.38443351,0.116469748,0,100.800133
